20180830162052,10.0.0.2,59088,10.0.0.1,5001,3,0.0-1.0,3276800,26214400
20180830162053,10.0.0.2,59088,10.0.0.1,5001,3,1.0-2.0,3932160,31457280
20180830162054,10.0.0.2,59088,10.0.0.1,5001,3,2.0-3.0,4587520,36700160
20180830162055,10.0.0.2,59088,10.0.0.1,5001,3,3.0-4.0,4718592,37748736
20180830162056,10.0.0.2,59088,10.0.0.1,5001,3,4.0-5.0,4980736,39845888
20180830162057,10.0.0.2,59088,10.0.0.1,5001,3,5.0-6.0,4980736,39845888
20180830162058,10.0.0.2,59088,10.0.0.1,5001,3,6.0-7.0,5111808,40894464
20180830162059,10.0.0.2,59088,10.0.0.1,5001,3,7.0-8.0,4980736,39845888
20180830162100,10.0.0.2,59088,10.0.0.1,5001,3,8.0-9.0,4980736,39845888
20180830162101,10.0.0.2,59088,10.0.0.1,5001,3,9.0-10.0,5373952,42991616
20180830162102,10.0.0.2,59088,10.0.0.1,5001,3,10.0-11.0,5767168,46137344
20180830162103,10.0.0.2,59088,10.0.0.1,5001,3,11.0-12.0,5767168,46137344
20180830162104,10.0.0.2,59088,10.0.0.1,5001,3,12.0-13.0,5898240,47185920
20180830162105,10.0.0.2,59088,10.0.0.1,5001,3,13.0-14.0,5636096,45088768
20180830162106,10.0.0.2,59088,10.0.0.1,5001,3,14.0-15.0,6029312,48234496
20180830162107,10.0.0.2,59088,10.0.0.1,5001,3,15.0-16.0,5636096,45088768
20180830162108,10.0.0.2,59088,10.0.0.1,5001,3,16.0-17.0,6029312,48234496
20180830162109,10.0.0.2,59088,10.0.0.1,5001,3,17.0-18.0,5898240,47185920
20180830162110,10.0.0.2,59088,10.0.0.1,5001,3,18.0-19.0,5636096,45088768
20180830162111,10.0.0.2,59088,10.0.0.1,5001,3,19.0-20.0,6029312,48234496
20180830162112,10.0.0.2,59088,10.0.0.1,5001,3,20.0-21.0,5898240,47185920
20180830162113,10.0.0.2,59088,10.0.0.1,5001,3,21.0-22.0,5636096,45088768
20180830162114,10.0.0.2,59088,10.0.0.1,5001,3,22.0-23.0,6029312,48234496
20180830162115,10.0.0.2,59088,10.0.0.1,5001,3,23.0-24.0,5636096,45088768
20180830162116,10.0.0.2,59088,10.0.0.1,5001,3,24.0-25.0,5767168,46137344
20180830162117,10.0.0.2,59088,10.0.0.1,5001,3,25.0-26.0,6160384,49283072
20180830162118,10.0.0.2,59088,10.0.0.1,5001,3,26.0-27.0,5636096,45088768
20180830162119,10.0.0.2,59088,10.0.0.1,5001,3,27.0-28.0,6160384,49283072
20180830162120,10.0.0.2,59088,10.0.0.1,5001,3,28.0-29.0,5767168,46137344
20180830162121,10.0.0.2,59088,10.0.0.1,5001,3,29.0-30.0,5767168,46137344
20180830162122,10.0.0.2,59088,10.0.0.1,5001,3,30.0-31.0,5767168,46137344
20180830162123,10.0.0.2,59088,10.0.0.1,5001,3,31.0-32.0,5636096,45088768
20180830162124,10.0.0.2,59088,10.0.0.1,5001,3,32.0-33.0,6160384,49283072
20180830162125,10.0.0.2,59088,10.0.0.1,5001,3,33.0-34.0,5373952,42991616
20180830162126,10.0.0.2,59088,10.0.0.1,5001,3,34.0-35.0,5767168,46137344
20180830162127,10.0.0.2,59088,10.0.0.1,5001,3,35.0-36.0,5636096,45088768
20180830162128,10.0.0.2,59088,10.0.0.1,5001,3,36.0-37.0,6160384,49283072
20180830162129,10.0.0.2,59088,10.0.0.1,5001,3,37.0-38.0,5767168,46137344
20180830162130,10.0.0.2,59088,10.0.0.1,5001,3,38.0-39.0,5767168,46137344
20180830162131,10.0.0.2,59088,10.0.0.1,5001,3,39.0-40.0,6160384,49283072
20180830162132,10.0.0.2,59088,10.0.0.1,5001,3,40.0-41.0,5767168,46137344
20180830162133,10.0.0.2,59088,10.0.0.1,5001,3,41.0-42.0,5636096,45088768
20180830162134,10.0.0.2,59088,10.0.0.1,5001,3,42.0-43.0,6160384,49283072
20180830162135,10.0.0.2,59088,10.0.0.1,5001,3,43.0-44.0,5636096,45088768
20180830162136,10.0.0.2,59088,10.0.0.1,5001,3,44.0-45.0,5767168,46137344
20180830162137,10.0.0.2,59088,10.0.0.1,5001,3,45.0-46.0,5636096,45088768
20180830162138,10.0.0.2,59088,10.0.0.1,5001,3,46.0-47.0,5767168,46137344
20180830162139,10.0.0.2,59088,10.0.0.1,5001,3,47.0-48.0,5111808,40894464
20180830162140,10.0.0.2,59088,10.0.0.1,5001,3,48.0-49.0,6291456,50331648
20180830162141,10.0.0.2,59088,10.0.0.1,5001,3,49.0-50.0,5636096,45088768
