1540157062.729513,0
1540157062.761226,0
1540157062.780725,0
1540157062.797151,0
1540157062.811931,0
1540157062.827614,0
1540157062.844101,0
1540157062.858708,0
1540157062.875011,0
1540157062.888923,0
1540157062.902618,0
1540157062.917922,0
1540157062.931307,0
1540157062.946148,0
1540157062.960241,0
1540157062.974885,0
1540157062.989713,0
1540157063.006063,0
1540157063.023205,0
1540157063.039347,1
1540157063.053238,0
1540157063.067480,0
1540157063.083269,0
1540157063.098264,0
1540157063.112206,0
1540157063.127742,0
1540157063.142104,0
1540157063.156388,0
1540157063.171135,0
1540157063.187038,0
1540157063.210287,0
1540157063.225565,0
1540157063.241223,0
1540157063.256486,0
1540157063.270558,0
1540157063.285879,0
1540157063.301417,0
1540157063.315849,0
1540157063.329966,0
1540157063.345204,0
1540157063.360118,0
1540157063.374687,0
1540157063.390109,0
1540157063.407110,0
1540157063.422648,0
1540157063.439950,0
1540157063.456319,0
1540157063.471572,0
1540157063.486859,0
1540157063.501074,0
1540157063.515671,0
1540157063.529623,0
1540157063.544800,0
1540157063.559213,0
1540157063.578914,0
1540157063.593732,0
1540157063.609646,0
1540157063.624217,0
1540157063.638555,0
1540157063.654528,0
1540157063.669677,0
1540157063.683794,0
1540157063.699084,0
1540157063.715709,0
1540157063.729794,0
1540157063.743616,0
1540157063.761851,0
1540157063.775698,0
1540157063.795599,0
1540157063.846523,0
1540157063.885625,0
1540157063.912321,0
1540157063.936385,0
1540157063.951166,0
1540157063.965490,0
1540157063.979404,0
1540157063.993572,0
1540157064.008782,0
1540157064.022476,0
1540157064.037373,0
1540157064.051723,0
1540157064.065843,0
1540157064.079958,0
1540157064.094636,0
1540157064.113698,0
1540157064.148867,0
1540157064.186566,0
1540157064.211573,0
1540157064.239139,0
1540157064.258213,0
1540157064.275744,0
1540157064.290967,0
1540157064.305990,0
1540157064.320448,0
1540157064.334579,0
1540157064.349428,0
1540157064.364120,0
1540157064.377785,0
1540157064.393098,0
1540157064.407747,0
1540157064.422272,0
1540157064.448422,0
1540157064.462820,0
1540157064.477703,0
1540157064.491209,0
1540157064.505094,0
1540157064.518906,0
1540157064.534392,0
1540157064.549295,0
1540157064.563198,0
1540157064.577919,0
1540157064.592221,0
1540157064.606195,0
1540157064.622330,0
1540157064.638494,0
1540157064.652753,0
1540157064.667588,0
1540157064.682452,0
1540157064.696596,0
1540157064.710490,0
1540157064.731061,0
1540157064.749263,0
1540157064.765958,0
1540157064.780922,0
1540157064.796574,0
1540157064.811867,0
1540157064.826342,0
1540157064.843427,0
1540157064.857486,0
1540157064.885339,0
1540157064.913176,0
1540157064.928203,0
1540157064.946521,0
1540157064.960674,0
1540157064.975640,0
1540157064.990355,0
1540157065.006498,0
1540157065.021638,0
1540157065.037303,0
1540157065.051905,0
1540157065.066925,0
1540157065.082332,0
1540157065.110920,0
1540157065.125446,0
1540157065.140592,0
1540157065.156130,0
1540157065.170474,0
1540157065.186611,0
1540157065.200963,0
1540157065.215051,0
1540157065.229889,0
1540157065.244182,0
1540157065.259958,0
1540157065.274629,0
1540157065.288777,0
1540157065.303464,0
1540157065.324098,0
1540157065.338776,0
1540157065.354950,0
1540157065.369794,0
1540157065.384244,0
1540157065.399184,0
1540157065.414519,0
1540157065.428853,0
1540157065.443933,0
1540157065.459294,0
1540157065.473504,1
1540157065.488469,0
1540157065.503296,0
1540157065.519256,0
1540157065.533304,0
1540157065.548691,0
1540157065.563491,0
1540157065.577629,0
1540157065.592362,0
1540157065.606854,0
1540157065.623770,0
1540157065.638489,0
1540157065.652929,0
1540157065.667214,0
1540157065.682219,0
1540157065.696260,0
1540157065.710663,0
1540157065.727447,0
1540157065.742133,0
1540157065.756288,0
1540157065.771114,0
1540157065.785848,0
1540157065.802240,0
1540157065.816352,0
1540157065.836507,0
1540157065.863470,0
1540157065.887907,0
1540157065.911869,0
1540157065.926634,0
1540157065.940748,0
1540157065.955373,0
1540157065.970331,0
1540157065.987240,0
1540157066.001434,0
1540157066.015551,0
1540157066.029753,0
1540157066.044245,0
1540157066.059058,0
1540157066.074395,0
1540157066.091839,0
1540157066.106681,0
1540157066.122556,0
1540157066.137749,0
1540157066.154493,0
1540157066.173338,0
1540157066.188261,0
1540157066.202480,0
1540157066.216956,0
1540157066.230822,0
1540157066.247190,0
1540157066.261700,0
1540157066.275682,0
1540157066.290390,0
1540157066.306019,0
1540157066.320195,0
1540157066.335691,0
1540157066.351593,0
1540157066.365330,0
1540157066.379379,0
1540157066.393403,1
1540157066.408719,0
1540157066.422674,0
1540157066.436681,0
1540157066.451487,0
1540157066.465312,0
1540157066.479168,0
1540157066.493663,0
1540157066.508853,0
1540157066.523452,0
1540157066.543712,0
1540157066.558070,0
1540157066.572649,0
1540157066.586518,0
1540157066.601576,0
1540157066.617285,0
1540157066.631771,0
1540157066.646390,0
1540157066.661940,0
1540157066.676159,0
1540157066.689797,0
1540157066.704043,0
1540157066.719109,0
1540157066.734098,0
1540157066.748759,0
1540157066.764837,0
1540157066.781269,0
1540157066.795303,0
1540157066.808922,0
1540157066.823521,0
1540157066.837334,0
1540157066.854664,0
1540157066.868615,0
1540157066.894170,0
1540157066.923263,0
1540157066.948691,0
1540157066.964246,0
1540157066.983695,0
1540157066.998329,0
1540157067.012321,0
1540157067.027121,0
1540157067.041712,0
1540157067.055745,0
1540157067.074087,0
1540157067.089627,0
1540157067.110858,0
1540157067.131861,0
1540157067.154968,0
1540157067.176846,0
1540157067.201873,0
1540157067.222582,0
1540157067.244073,0
1540157067.267638,0
1540157067.287219,0
1540157067.307459,0
1540157067.329811,0
1540157067.351884,0
1540157067.374314,0
1540157067.401618,0
1540157067.416983,0
1540157067.431757,0
1540157067.447155,0
1540157067.462220,0
1540157067.485339,0
1540157067.503979,0
1540157067.518954,0
1540157067.534968,0
1540157067.548761,0
1540157067.562916,0
1540157067.577005,0
1540157067.590815,0
1540157067.605122,0
1540157067.618847,0
1540157067.633111,0
1540157067.648075,0
1540157067.663145,0
1540157067.677268,0
1540157067.692705,0
1540157067.707296,0
1540157067.721843,0
1540157067.736264,0
1540157067.750224,0
1540157067.764789,0
1540157067.784625,0
1540157067.798636,0
1540157067.814137,0
1540157067.828083,0
1540157067.844135,0
1540157067.858741,0
1540157067.873648,0
1540157067.900026,0
1540157067.925218,0
1540157067.945648,0
1540157067.959726,0
1540157067.974446,0
1540157067.988758,0
1540157068.005924,0
1540157068.020117,0
1540157068.035538,0
1540157068.051945,0
1540157068.073009,0
1540157068.087861,0
1540157068.105931,0
1540157068.120710,0
1540157068.134783,0
1540157068.149397,0
1540157068.164645,0
1540157068.178622,0
1540157068.193604,0
1540157068.208534,0
1540157068.222420,0
1540157068.237473,0
1540157068.251619,0
1540157068.266574,0
1540157068.281733,0
1540157068.296353,0
1540157068.310335,0
1540157068.324842,0
1540157068.339471,0
1540157068.353737,0
1540157068.368907,0
1540157068.382899,0
1540157068.397630,0
1540157068.411901,0
1540157068.425877,0
1540157068.440930,0
1540157068.454817,0
1540157068.469121,0
1540157068.483184,0
1540157068.498583,0
1540157068.514800,0
1540157068.528709,0
1540157068.542665,0
1540157068.557843,0
1540157068.572417,0
1540157068.586896,0
1540157068.600928,0
1540157068.616416,0
1540157068.630539,0
1540157068.644997,0
1540157068.658854,0
1540157068.676542,0
1540157068.693208,0
1540157068.707754,0
1540157068.722288,0
1540157068.736465,0
