2.169800202 10.0.2.15:53831 23.219.93.201:80 20 0x3bbb1481 0x3bbb1481 10 2147483647 65535 653 65392
4.042749593 127.0.0.1:6633 127.0.0.1:49239 40 0x9e4476d1 0x9e4476d1 7 7 44032 13520 45056
4.043996698 127.0.0.1:49239 127.0.0.1:6633 40 0xcfab9c0b 0xcfab9c03 7 7 45056 1660 44032
4.044006857 127.0.0.1:6633 127.0.0.1:49239 32 0x9e4476d9 0x9e4476d1 7 7 44032 13520 45056
6.496062360 127.0.0.1:6633 127.0.0.1:49239 136 0x9e4476d9 0x9e4476d9 7 7 44032 11832 45056
6.496691929 127.0.0.1:49239 127.0.0.1:6633 112 0xcfab9c73 0xcfab9c0b 7 7 45056 1611 44032
6.496702041 127.0.0.1:6633 127.0.0.1:49239 32 0x9e447729 0x9e4476d9 7 7 44032 11832 45056
6.507069351 127.0.0.1:6633 127.0.0.1:49239 136 0x9e447729 0x9e447729 7 7 44032 10355 45056
6.507568989 127.0.0.1:49239 127.0.0.1:6633 112 0xcfab9cdb 0xcfab9c73 7 7 45056 1490 44032
6.532860423 10.0.0.2:5001 10.0.0.1:33011 76 0x1d6c769e 0x1d6c769e 10 2147483647 29696 24000 28560
6.532921752 10.0.0.2:5001 10.0.0.1:33011 1480 0x1d6c769e 0x1d6c769e 10 2147483647 29696 24000 28672
6.533319686 10.0.0.2:5001 10.0.0.1:33011 1480 0x1d6c769e 0x1d6c769e 10 2147483647 29696 24000 31744
6.541770745 10.0.0.2:5001 10.0.0.1:33011 1480 0x1d6c769e 0x1d6c769e 10 2147483647 29696 24000 34816
6.544296986 10.0.0.1:33011 10.0.0.2:5001 40 0x14667fc2 0x14664d76 10 2147483647 28560 22681 29696
6.544374484 10.0.0.1:33011 10.0.0.2:5001 40 0x14668aea 0x14664d8e 11 2147483647 28672 22966 29696
6.544462446 10.0.0.1:33011 10.0.0.2:5001 40 0x14669612 0x14665322 12 2147483647 31744 23182 29696
6.545923283 127.0.0.1:6633 127.0.0.1:49239 32 0x9e447779 0x9e447729 7 7 44032 10355 45056
6.549605954 10.0.0.2:5001 10.0.0.1:33011 1480 0x1d6c769e 0x1d6c769e 10 2147483647 29696 24000 37376
6.552777650 10.0.0.1:33011 10.0.0.2:5001 40 0x1466a13a 0x146658b6 13 2147483647 34816 23378 29696
6.557661091 10.0.0.2:5001 10.0.0.1:33011 1480 0x1d6c769e 0x1d6c769e 10 2147483647 29696 24000 40448
6.559990548 10.0.0.1:33011 10.0.0.2:5001 40 0x1466ac62 0x14665e4a 14 2147483647 37376 24592 29696
6.565722576 10.0.0.2:5001 10.0.0.1:33011 1480 0x1d6c769e 0x1d6c769e 10 2147483647 29696 24000 43520
6.567776408 10.0.0.1:33011 10.0.0.2:5001 40 0x1466b78a 0x146663de 15 2147483647 40448 26548 29696
6.574551582 10.0.0.2:5001 10.0.0.1:33011 1480 0x1d6c769e 0x1d6c769e 10 2147483647 29696 24000 46080
6.576055194 10.0.0.1:33011 10.0.0.2:5001 40 0x1466c2b2 0x14666972 16 2147483647 43520 29232 29696
6.582176427 10.0.0.2:5001 10.0.0.1:33011 1480 0x1d6c769e 0x1d6c769e 10 2147483647 29696 24000 49152
6.585428776 10.0.0.1:33011 10.0.0.2:5001 40 0x1466cdda 0x14666f06 17 2147483647 46080 32610 29696
6.589753668 10.0.0.2:5001 10.0.0.1:33011 1480 0x1d6c769e 0x1d6c769e 10 2147483647 29696 24000 52224
6.592245693 10.0.0.1:33011 10.0.0.2:5001 40 0x1466d902 0x1466749a 18 2147483647 49152 36738 29696
6.597850542 10.0.0.2:5001 10.0.0.1:33011 1480 0x1d6c769e 0x1d6c769e 10 2147483647 29696 24000 55296
6.599797554 10.0.0.1:33011 10.0.0.2:5001 40 0x1466e42a 0x14667a2e 19 2147483647 52224 41201 29696
6.605915065 10.0.0.2:5001 10.0.0.1:33011 1480 0x1d6c769e 0x1d6c769e 10 2147483647 29696 24000 57856
6.607960666 10.0.0.1:33011 10.0.0.2:5001 40 0x1466ef52 0x14667fc2 20 2147483647 55296 46047 29696
6.614067787 10.0.0.2:5001 10.0.0.1:33011 1480 0x1d6c769e 0x1d6c769e 10 2147483647 29696 24000 60928
6.615974512 10.0.0.1:33011 10.0.0.2:5001 40 0x1466fa7a 0x14668556 21 2147483647 57856 48259 29696
