20180830161236,10.0.0.2,59068,10.0.0.1,5001,3,0.0-1.0,1441792,11534336
20180830161238,10.0.0.2,59068,10.0.0.1,5001,3,1.0-2.0,1310720,10485760
20180830161238,10.0.0.2,59068,10.0.0.1,5001,3,2.0-3.0,1179648,9437184
20180830161239,10.0.0.2,59068,10.0.0.1,5001,3,3.0-4.0,1310720,10485760
20180830161240,10.0.0.2,59068,10.0.0.1,5001,3,4.0-5.0,1179648,9437184
20180830161241,10.0.0.2,59068,10.0.0.1,5001,3,5.0-6.0,1179648,9437184
20180830161242,10.0.0.2,59068,10.0.0.1,5001,3,6.0-7.0,1179648,9437184
20180830161244,10.0.0.2,59068,10.0.0.1,5001,3,7.0-8.0,1310720,10485760
20180830161244,10.0.0.2,59068,10.0.0.1,5001,3,8.0-9.0,917504,7340032
20180830161245,10.0.0.2,59068,10.0.0.1,5001,3,9.0-10.0,1179648,9437184
20180830161247,10.0.0.2,59068,10.0.0.1,5001,3,10.0-11.0,1310720,10485760
20180830161248,10.0.0.2,59068,10.0.0.1,5001,3,11.0-12.0,1179648,9437184
20180830161248,10.0.0.2,59068,10.0.0.1,5001,3,12.0-13.0,1179648,9437184
20180830161249,10.0.0.2,59068,10.0.0.1,5001,3,13.0-14.0,1048576,8388608
20180830161250,10.0.0.2,59068,10.0.0.1,5001,3,14.0-15.0,1179648,9437184
20180830161251,10.0.0.2,59068,10.0.0.1,5001,3,15.0-16.0,1179648,9437184
20180830161253,10.0.0.2,59068,10.0.0.1,5001,3,16.0-17.0,1310720,10485760
20180830161254,10.0.0.2,59068,10.0.0.1,5001,3,17.0-18.0,1179648,9437184
20180830161254,10.0.0.2,59068,10.0.0.1,5001,3,18.0-19.0,1048576,8388608
20180830161256,10.0.0.2,59068,10.0.0.1,5001,3,19.0-20.0,1179648,9437184
20180830161256,10.0.0.2,59068,10.0.0.1,5001,3,20.0-21.0,1179648,9437184
20180830161257,10.0.0.2,59068,10.0.0.1,5001,3,21.0-22.0,1179648,9437184
20180830161258,10.0.0.2,59068,10.0.0.1,5001,3,22.0-23.0,1048576,8388608
20180830161259,10.0.0.2,59068,10.0.0.1,5001,3,23.0-24.0,1179648,9437184
20180830161301,10.0.0.2,59068,10.0.0.1,5001,3,24.0-25.0,1310720,10485760
20180830161301,10.0.0.2,59068,10.0.0.1,5001,3,25.0-26.0,1179648,9437184
20180830161302,10.0.0.2,59068,10.0.0.1,5001,3,26.0-27.0,1179648,9437184
20180830161303,10.0.0.2,59068,10.0.0.1,5001,3,27.0-28.0,1048576,8388608
20180830161304,10.0.0.2,59068,10.0.0.1,5001,3,28.0-29.0,1179648,9437184
20180830161306,10.0.0.2,59068,10.0.0.1,5001,3,29.0-30.0,1310720,10485760
20180830161306,10.0.0.2,59068,10.0.0.1,5001,3,30.0-31.0,1048576,8388608
20180830161307,10.0.0.2,59068,10.0.0.1,5001,3,31.0-32.0,1179648,9437184
20180830161309,10.0.0.2,59068,10.0.0.1,5001,3,32.0-33.0,1310720,10485760
20180830161310,10.0.0.2,59068,10.0.0.1,5001,3,33.0-34.0,1179648,9437184
20180830161310,10.0.0.2,59068,10.0.0.1,5001,3,34.0-35.0,1048576,8388608
20180830161311,10.0.0.2,59068,10.0.0.1,5001,3,35.0-36.0,1179648,9437184
20180830161313,10.0.0.2,59068,10.0.0.1,5001,3,36.0-37.0,1310720,10485760
20180830161313,10.0.0.2,59068,10.0.0.1,5001,3,37.0-38.0,917504,7340032
20180830161315,10.0.0.2,59068,10.0.0.1,5001,3,38.0-39.0,1310720,10485760
