20180830154711,10.0.0.2,53262,10.0.0.1,5001,3,0.0-1.0,1441792,11534336
20180830154712,10.0.0.2,53262,10.0.0.1,5001,3,1.0-2.0,1179648,9437184
20180830154713,10.0.0.2,53262,10.0.0.1,5001,3,2.0-3.0,1310720,10485760
20180830154714,10.0.0.2,53262,10.0.0.1,5001,3,3.0-4.0,1179648,9437184
20180830154715,10.0.0.2,53262,10.0.0.1,5001,3,4.0-5.0,1310720,10485760
20180830154716,10.0.0.2,53262,10.0.0.1,5001,3,5.0-6.0,1179648,9437184
20180830154717,10.0.0.2,53262,10.0.0.1,5001,3,6.0-7.0,1179648,9437184
20180830154718,10.0.0.2,53262,10.0.0.1,5001,3,7.0-8.0,1179648,9437184
20180830154719,10.0.0.2,53262,10.0.0.1,5001,3,8.0-9.0,1179648,9437184
20180830154720,10.0.0.2,53262,10.0.0.1,5001,3,9.0-10.0,1048576,8388608
20180830154721,10.0.0.2,53262,10.0.0.1,5001,3,10.0-11.0,1179648,9437184
20180830154722,10.0.0.2,53262,10.0.0.1,5001,3,11.0-12.0,1441792,11534336
20180830154723,10.0.0.2,53262,10.0.0.1,5001,3,12.0-13.0,1179648,9437184
20180830154724,10.0.0.2,53262,10.0.0.1,5001,3,13.0-14.0,1179648,9437184
20180830154725,10.0.0.2,53262,10.0.0.1,5001,3,14.0-15.0,1048576,8388608
20180830154726,10.0.0.2,53262,10.0.0.1,5001,3,15.0-16.0,1179648,9437184
20180830154727,10.0.0.2,53262,10.0.0.1,5001,3,16.0-17.0,1179648,9437184
20180830154728,10.0.0.2,53262,10.0.0.1,5001,3,17.0-18.0,1179648,9437184
20180830154729,10.0.0.2,53262,10.0.0.1,5001,3,18.0-19.0,1179648,9437184
20180830154730,10.0.0.2,53262,10.0.0.1,5001,3,19.0-20.0,1179648,9437184
20180830154731,10.0.0.2,53262,10.0.0.1,5001,3,20.0-21.0,1179648,9437184
20180830154732,10.0.0.2,53262,10.0.0.1,5001,3,21.0-22.0,1179648,9437184
20180830154733,10.0.0.2,53262,10.0.0.1,5001,3,22.0-23.0,1179648,9437184
20180830154734,10.0.0.2,53262,10.0.0.1,5001,3,23.0-24.0,1048576,8388608
20180830154735,10.0.0.2,53262,10.0.0.1,5001,3,24.0-25.0,1179648,9437184
20180830154736,10.0.0.2,53262,10.0.0.1,5001,3,25.0-26.0,1179648,9437184
20180830154737,10.0.0.2,53262,10.0.0.1,5001,3,26.0-27.0,1179648,9437184
20180830154738,10.0.0.2,53262,10.0.0.1,5001,3,27.0-28.0,1179648,9437184
20180830154739,10.0.0.2,53262,10.0.0.1,5001,3,28.0-29.0,1179648,9437184
20180830154740,10.0.0.2,53262,10.0.0.1,5001,3,29.0-30.0,1179648,9437184
20180830154741,10.0.0.2,53262,10.0.0.1,5001,3,30.0-31.0,1179648,9437184
20180830154742,10.0.0.2,53262,10.0.0.1,5001,3,31.0-32.0,1179648,9437184
20180830154743,10.0.0.2,53262,10.0.0.1,5001,3,32.0-33.0,1048576,8388608
20180830154744,10.0.0.2,53262,10.0.0.1,5001,3,33.0-34.0,1179648,9437184
20180830154745,10.0.0.2,53262,10.0.0.1,5001,3,34.0-35.0,1179648,9437184
20180830154746,10.0.0.2,53262,10.0.0.1,5001,3,35.0-36.0,1179648,9437184
20180830154747,10.0.0.2,53262,10.0.0.1,5001,3,36.0-37.0,1179648,9437184
20180830154748,10.0.0.2,53262,10.0.0.1,5001,3,37.0-38.0,1179648,9437184
20180830154749,10.0.0.2,53262,10.0.0.1,5001,3,38.0-39.0,1310720,10485760
20180830154750,10.0.0.2,53262,10.0.0.1,5001,3,39.0-40.0,1179648,9437184
20180830154751,10.0.0.2,53262,10.0.0.1,5001,3,40.0-41.0,1179648,9437184
20180830154752,10.0.0.2,53262,10.0.0.1,5001,3,41.0-42.0,1179648,9437184
20180830154753,10.0.0.2,53262,10.0.0.1,5001,3,42.0-43.0,1179648,9437184
20180830154754,10.0.0.2,53262,10.0.0.1,5001,3,43.0-44.0,1179648,9437184
20180830154755,10.0.0.2,53262,10.0.0.1,5001,3,44.0-45.0,1179648,9437184
20180830154756,10.0.0.2,53262,10.0.0.1,5001,3,45.0-46.0,1179648,9437184
20180830154757,10.0.0.2,53262,10.0.0.1,5001,3,46.0-47.0,1179648,9437184
20180830154758,10.0.0.2,53262,10.0.0.1,5001,3,47.0-48.0,1179648,9437184
20180830154759,10.0.0.2,53262,10.0.0.1,5001,3,48.0-49.0,1179648,9437184
20180830154800,10.0.0.2,53262,10.0.0.1,5001,3,49.0-50.0,1179648,9437184
20180830154801,10.0.0.2,53262,10.0.0.1,5001,3,50.0-51.0,1179648,9437184
20180830154802,10.0.0.2,53262,10.0.0.1,5001,3,51.0-52.0,1179648,9437184
20180830154803,10.0.0.2,53262,10.0.0.1,5001,3,52.0-53.0,1179648,9437184
